Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score
CLM041474,CUST006857,POL0529723,18,Male,West,Life,1290.16,60248.57,45008.01,Medical,765
CLM041475,CUST011022,POL0484248,67,Male,North,Home,4133.35,31037.81,28889.02,Property,393
CLM041478,CUST015274,POL0606673,57,Male,North,Home,2430.17,46484.04,4077.24,Medical,644
CLM041482,CUST000113,POL0272481,48,Male,North,Auto,1518.27,71387.3,6191.15,Theft,844
CLM041484,CUST018693,POL0118019,46,Female,West,Health,2529.44,77633.24,47179.72,Theft,463
CLM041487,CUST005672,POL0202900,28,Male,West,Auto,2038.86,47024.5,3038.04,Theft,655
CLM041489,CUST012507,POL0250317,37,Male,South,Health,385.63,77829.8,47802.41,Medical,745
CLM041493,CUST000659,POL0462894,45,Female,East,Home,3975.24,42286.85,38443.88,Medical,574
CLM041496,CUST004619,POL0161980,70,Male,West,Home,4959.07,44505.44,9598.51,Property,422
CLM041505,CUST006385,POL0680464,38,Female,South,Home,1155.72,90257.13,39532.55,Property,683
CLM041506,CUST002036,POL0214755,61,Male,North,Life,2480.36,41016.86,4452.02,Property,441
CLM041512,CUST000503,POL0196276,31,Female,North,Health,4814.37,75374.4,45334.19,Medical,728
CLM041525,CUST014732,POL0580805,41,Male,East,Life,1502.63,26690.69,31129.71,Theft,417
CLM041535,CUST001664,POL0868236,59,Female,South,Life,555.78,40422.66,8985.52,Medical,800
CLM041544,CUST006829,POL0321156,37,Female,East,Auto,4787.41,59924.24,20565.87,Accident,507
CLM041545,CUST009511,POL0851570,19,Female,North,Auto,4458.75,27106.74,5039.38,Theft,666
CLM041548,CUST019898,POL0703066,78,Male,East,Home,3587.49,70279.02,4894.42,Accident,359
CLM041553,CUST013505,POL0812927,74,Male,East,Health,3646.61,88959.34,40904.82,Property,634
CLM041557,CUST015887,POL0639573,74,Female,South,Life,1113.4,9478.1,10253.29,Theft,641
CLM041559,CUST017196,POL0511507,75,Female,North,Auto,1932.76,8874.55,33614.47,Accident,633
CLM041562,CUST003411,POL0471763,55,Female,North,Auto,4576.76,6264.67,11599.7,Medical,565
CLM041563,CUST012409,POL0575287,34,Female,East,Home,1965.02,98228.42,41003.97,Property,583
CLM041569,CUST009114,POL0899561,28,Female,West,Home,689.15,28793.25,49608.13,Medical,665
CLM041571,CUST009192,POL0680636,43,Male,North,Home,2167.2,66957.87,39580.09,Property,828
CLM041574,CUST012370,POL0807480,76,Male,West,Auto,1325.35,25169.49,5627.62,Medical,826
CLM041580,CUST004125,POL0692150,58,Male,West,Life,1049.82,8686.0,41532.07,Property,593
CLM041585,CUST018257,POL0408937,65,Male,North,Home,1450.96,21011.53,34851.79,Medical,568
CLM041598,CUST008040,POL0266092,54,Male,South,Life,4384.1,63952.48,1009.17,Medical,772
CLM041604,CUST007824,POL0270033,61,Female,North,Auto,1891.22,17411.41,17406.1,Theft,624
CLM041609,CUST017357,POL0131062,18,Male,South,Auto,1470.06,65368.83,14632.61,Accident,732
CLM041615,CUST008204,POL0701873,75,Male,West,Home,1869.81,12117.92,29960.88,Accident,728
CLM041616,CUST003691,POL0398319,24,Female,East,Auto,1377.85,87639.7,43289.5,Property,674
CLM041619,CUST014803,POL0189375,43,Male,East,Auto,228.11,29092.0,14221.68,Accident,791
CLM041627,CUST012935,POL0587458,47,Female,West,Life,3264.24,7419.1,4135.81,Theft,825
CLM041629,CUST008045,POL0122651,48,Male,North,Life,386.47,98765.56,27257.36,Theft,605
CLM041631,CUST009847,POL0678058,35,Male,South,Home,2080.75,7965.44,47302.04,Medical,325
CLM041672,CUST017987,POL0488191,34,Male,East,Home,3180.86,90623.34,31186.26,Accident,734
CLM041684,CUST002953,POL0508984,41,Male,North,Home,4600.11,30494.08,5310.11,Accident,667
CLM041686,CUST003462,POL0879993,76,Female,West,Life,1753.92,45134.07,41984.9,Accident,771
CLM041689,CUST019190,POL0832958,33,Male,North,Auto,4859.48,41733.85,47028.12,Accident,578
CLM041694,CUST004473,POL0698516,18,Female,West,Life,1731.33,32628.01,45032.41,Theft,467
CLM041710,CUST011474,POL0290370,69,Male,West,Health,3668.66,25827.94,31565.41,Property,546
CLM041720,CUST015546,POL0659189,28,Female,North,Life,4110.14,72650.72,8797.31,Accident,371
CLM041721,CUST016781,POL0020487,24,Female,South,Health,4788.06,68247.9,29876.21,Medical,525
CLM041722,CUST012637,POL0520207,66,Male,North,Auto,3751.61,36640.0,25534.69,Accident,560
CLM041725,CUST015256,POL0043330,29,Male,North,Home,865.1,5754.06,40597.4,Theft,481
CLM041733,CUST003211,POL0622672,48,Male,West,Life,476.16,48809.08,25704.34,Medical,556
CLM041734,CUST013359,POL0365276,23,Male,South,Health,1667.54,50203.57,22448.27,Accident,819
CLM041735,CUST015692,POL0853175,72,Female,South,Auto,3992.74,71854.62,7545.41,Property,631
CLM041739,CUST000332,POL0555650,74,Female,North,Auto,4049.58,43537.67,29623.14,Accident,804
CLM041740,CUST012894,POL0270874,77,Male,East,Life,4316.69,22148.89,25502.28,Property,794
CLM041749,CUST011667,POL0448020,37,Female,West,Health,751.5,60280.62,34794.46,Accident,763
CLM041750,CUST008300,POL0361921,21,Male,South,Home,3701.87,29336.58,32978.74,Theft,822
CLM041753,CUST017793,POL0520175,61,Female,North,Auto,4464.06,33045.32,48954.26,Accident,333
CLM041757,CUST017388,POL0783732,44,Female,North,Life,1184.92,55951.71,2364.93,Theft,595
CLM041762,CUST014237,POL0379573,30,Female,East,Life,4437.73,99882.29,7399.99,Medical,326
CLM041764,CUST008409,POL0891611,42,Male,East,Life,3428.57,61099.52,35105.03,Accident,519
CLM041774,CUST017288,POL0842119,41,Female,South,Auto,3905.61,24958.09,34558.09,Accident,573
CLM041781,CUST005345,POL0485172,50,Male,South,Health,3239.11,22293.89,42158.65,Theft,506
CLM041785,CUST010104,POL0454906,62,Male,East,Home,2797.5,73693.03,5256.45,Medical,582
CLM041791,CUST016847,POL0603125,55,Male,South,Auto,1918.43,7046.72,31899.39,Property,628
CLM041800,CUST007961,POL0072301,24,Female,East,Life,799.26,78827.25,43509.79,Medical,485
CLM041809,CUST006542,POL0566019,55,Male,South,Home,500.45,98950.65,24295.2,Medical,764
CLM041810,CUST004282,POL0001251,54,Female,South,Health,1799.21,64513.97,1025.53,Accident,593
CLM041812,CUST019994,POL0220636,75,Male,East,Home,4439.3,70636.51,9927.06,Theft,303
CLM041813,CUST000555,POL0644989,49,Female,North,Home,1806.83,15390.96,39724.01,Medical,602
CLM041818,CUST012685,POL0500058,34,Female,South,Life,2764.6,40319.15,38940.16,Property,731
CLM041827,CUST009349,POL0047976,74,Male,South,Auto,2295.55,10984.13,33288.62,Theft,575
CLM041833,CUST007020,POL0876459,61,Female,East,Home,3934.97,76901.0,49987.33,Theft,848
CLM041846,CUST018271,POL0503138,61,Female,West,Auto,2729.97,16483.45,25027.8,Theft,583
CLM041851,CUST006013,POL0098565,39,Female,West,Home,3492.59,70708.4,3489.95,Property,326
CLM041854,CUST008409,POL0382882,36,Female,East,Auto,4345.67,14303.02,16847.21,Property,648
CLM041856,CUST019409,POL0170475,70,Male,North,Home,3530.46,11727.34,6549.91,Medical,484
CLM041857,CUST004143,POL0853867,44,Female,South,Life,2179.92,33729.45,34889.21,Accident,545
CLM041858,CUST011799,POL0563776,38,Female,West,Auto,3395.09,29830.03,13196.42,Theft,675
CLM041860,CUST001268,POL0200792,48,Male,South,Auto,4666.87,42651.02,49083.43,Medical,410
CLM041866,CUST010561,POL0163903,64,Female,South,Health,3177.82,38386.89,48857.38,Theft,600
CLM041869,CUST008300,POL0691009,62,Female,East,Home,2352.05,42711.11,23099.03,Property,672
CLM041874,CUST017674,POL0403190,19,Male,North,Health,3769.87,86081.52,32017.71,Accident,774
CLM041895,CUST004748,POL0608813,67,Female,West,Health,3315.54,23355.73,47487.66,Property,320
CLM041915,CUST003475,POL0422974,40,Male,North,Auto,2722.89,37315.08,20777.08,Property,702
CLM041916,CUST017373,POL0196693,36,Male,South,Home,2232.61,76091.74,8139.92,Medical,654
CLM041918,CUST019076,POL0353323,21,Female,West,Life,2043.59,43586.32,8905.94,Accident,510
CLM041925,CUST002068,POL0822900,65,Male,South,Life,2556.04,23186.87,28004.71,Medical,820
CLM041929,CUST017435,POL0215358,23,Male,North,Home,4057.86,15552.19,25698.55,Theft,644
CLM041941,CUST011689,POL0366969,70,Female,South,Health,4270.27,23914.17,36188.75,Accident,603
CLM041944,CUST016052,POL0542421,46,Male,East,Auto,2411.49,92757.52,21994.74,Accident,724
CLM041946,CUST018392,POL0167137,51,Male,East,Auto,1420.38,25433.65,5704.96,Medical,543
CLM041950,CUST013094,POL0193980,35,Female,East,Home,753.53,95686.58,7904.73,Property,475
CLM041955,CUST007959,POL0475713,48,Female,East,Home,4034.0,66435.48,21608.85,Accident,658
CLM041956,CUST012992,POL0534257,65,Female,West,Auto,4433.12,50620.79,46860.01,Theft,609
CLM041959,CUST007348,POL0156958,18,Male,East,Auto,3300.87,49291.71,22101.12,Theft,590
CLM041972,CUST011242,POL0799279,73,Male,South,Life,859.2,33179.53,40585.8,Medical,759
CLM041981,CUST008669,POL0023724,43,Female,East,Auto,2237.96,16535.65,2109.17,Theft,451
CLM041995,CUST014465,POL0846056,34,Male,West,Auto,4223.28,57781.47,48033.8,Property,449
CLM042012,CUST016033,POL0780025,52,Male,South,Life,3269.37,23740.01,6471.1,Accident,383
CLM042016,CUST019651,POL0895691,54,Male,West,Home,826.13,54052.75,44370.35,Medical,672
CLM042022,CUST019592,POL0736999,31,Female,West,Health,3792.45,57674.74,15171.08,Theft,513
CLM042024,CUST016307,POL0213315,74,Male,West,Life,3499.71,83166.92,21244.86,Accident,487
CLM042031,CUST005862,POL0766077,78,Male,South,Home,640.72,39750.36,45039.51,Accident,767
CLM042041,CUST007802,POL0630721,60,Female,West,Health,4497.55,92566.71,46922.36,Theft,464
CLM042053,CUST010406,POL0738616,43,Female,West,Health,3377.28,73498.25,39146.61,Theft,431
CLM042057,CUST010447,POL0388036,33,Female,West,Home,1793.87,90800.84,30034.33,Theft,672
CLM042070,CUST012882,POL0235404,66,Female,South,Auto,643.67,27018.91,36887.74,Property,410
CLM042078,CUST006520,POL0591880,24,Female,North,Auto,2942.73,31971.29,22086.77,Accident,771
CLM042081,CUST004647,POL0599388,21,Female,North,Auto,4142.82,64523.83,47666.76,Property,676
CLM042083,CUST014588,POL0346552,62,Female,North,Health,247.59,29756.76,14557.46,Medical,839
CLM042094,CUST010185,POL0566575,36,Female,South,Health,3403.16,28258.05,40237.26,Theft,365
CLM042097,CUST017776,POL0508322,63,Female,South,Life,2361.02,35778.35,7652.31,Theft,391
CLM042102,CUST014987,POL0208695,65,Female,North,Life,3144.62,61287.19,29756.69,Property,835
CLM042105,CUST018525,POL0802001,37,Male,West,Life,4727.45,38743.11,47115.22,Medical,720
CLM042119,CUST019734,POL0457648,54,Female,North,Home,4247.51,95053.5,7005.95,Theft,571
CLM042131,CUST009045,POL0801358,36,Female,West,Auto,2599.74,51364.83,15423.65,Medical,705
CLM042132,CUST012262,POL0584630,18,Male,South,Health,3794.2,78317.28,24318.74,Medical,718
CLM042135,CUST010603,POL0506370,71,Male,West,Auto,2030.02,28420.63,9473.13,Property,348
CLM042138,CUST000955,POL0514239,38,Male,West,Home,2412.65,17763.53,38607.55,Property,848
CLM042139,CUST006250,POL0675828,57,Female,South,Auto,2692.32,34437.45,1706.91,Property,618
CLM042143,CUST001540,POL0415439,26,Male,North,Health,4907.55,39015.64,29013.75,Theft,369
CLM042144,CUST009371,POL0822422,66,Female,South,Health,3286.85,38928.61,38400.01,Accident,520
CLM042147,CUST007853,POL0779743,50,Male,South,Health,1064.8,12228.69,48504.29,Property,597
CLM042148,CUST016575,POL0350452,66,Male,South,Health,4607.61,56073.83,35951.05,Medical,727
CLM042152,CUST010545,POL0366483,42,Female,West,Home,3253.63,12291.02,7600.21,Accident,788
CLM042154,CUST002360,POL0736177,57,Female,West,Health,4383.1,58478.04,11768.79,Accident,306
CLM042155,CUST001673,POL0041648,74,Female,South,Auto,4886.19,89840.84,10377.53,Theft,620
CLM042157,CUST005901,POL0740759,31,Female,North,Auto,4859.05,48057.29,15077.22,Medical,506
CLM042158,CUST006079,POL0834913,19,Female,North,Life,1981.41,78663.67,6392.72,Medical,607
CLM042168,CUST013896,POL0812186,28,Female,South,Auto,2976.87,22385.05,39606.06,Theft,485
CLM042170,CUST018168,POL0844284,74,Male,West,Home,399.96,66866.95,45598.39,Medical,429
CLM042176,CUST016840,POL0795830,57,Female,West,Home,2621.78,86155.01,10886.15,Property,752
CLM042179,CUST003135,POL0057266,71,Male,West,Home,1003.45,80366.24,18894.98,Accident,809
CLM042182,CUST005366,POL0862236,78,Male,West,Home,1510.99,20705.44,49972.9,Property,588
CLM042186,CUST008558,POL0534716,29,Male,North,Health,3608.11,18886.62,42986.41,Property,542
CLM042188,CUST015103,POL0301208,38,Female,East,Life,2859.81,76957.16,7273.68,Theft,743
CLM042195,CUST014690,POL0078223,74,Female,South,Life,2761.9,66363.15,25074.82,Property,831
CLM042202,CUST018448,POL0361512,75,Male,East,Home,323.16,5252.22,25152.85,Medical,777
CLM042204,CUST012885,POL0721626,30,Male,West,Health,2678.42,6693.74,38912.42,Theft,500
CLM042210,CUST017606,POL0579133,46,Male,South,Health,621.59,34698.65,8498.49,Medical,702
CLM042219,CUST009765,POL0314005,20,Female,South,Life,590.03,26428.25,21539.14,Medical,688
CLM042220,CUST000121,POL0291460,25,Female,South,Health,3959.63,92482.49,9353.23,Accident,684
CLM042227,CUST012882,POL0262030,29,Male,West,Home,974.63,50409.9,29150.65,Theft,719
CLM042231,CUST011322,POL0742877,23,Female,West,Health,396.44,69658.7,34593.08,Medical,545
CLM042232,CUST010840,POL0756125,57,Male,South,Auto,3664.52,68384.74,12115.55,Accident,353
CLM042238,CUST010430,POL0687602,77,Female,East,Life,601.91,72792.53,11390.03,Accident,536
CLM042248,CUST019123,POL0028700,36,Female,South,Home,1925.65,34481.59,24059.09,Property,823
CLM042249,CUST005531,POL0047923,79,Male,West,Home,4803.39,37665.34,28014.8,Property,692
CLM042251,CUST019851,POL0612458,66,Male,North,Life,472.99,82685.91,37711.83,Medical,643
CLM042254,CUST018723,POL0736423,73,Female,East,Auto,1346.64,15911.64,16880.49,Property,669
CLM042255,CUST001534,POL0210357,60,Female,West,Home,1128.91,29005.55,41068.52,Theft,674
CLM042258,CUST014279,POL0714971,65,Female,South,Auto,569.16,24969.44,27014.2,Theft,750
CLM042259,CUST012459,POL0801836,28,Female,North,Health,468.62,65363.14,16786.48,Medical,599
CLM042267,CUST012218,POL0482537,24,Male,West,Home,1108.62,93166.85,13966.17,Medical,552
CLM042274,CUST014281,POL0098384,74,Female,West,Home,468.12,74062.0,40652.2,Medical,845
CLM042275,CUST015719,POL0077447,64,Male,West,Health,456.22,29873.01,34828.69,Theft,720
CLM042279,CUST017398,POL0381345,75,Female,South,Home,1767.94,47505.39,30893.39,Theft,799
CLM042283,CUST004132,POL0190480,71,Female,West,Life,3327.47,23346.31,40668.6,Property,592
CLM042285,CUST000891,POL0455422,67,Female,East,Health,1556.03,49905.6,18532.82,Accident,355
CLM042288,CUST010422,POL0756385,56,Male,West,Health,4596.44,14996.11,13230.89,Accident,335
CLM042293,CUST006109,POL0488854,43,Female,South,Life,3640.41,45759.78,1331.73,Medical,837
CLM042297,CUST000876,POL0236627,60,Male,North,Life,3366.11,38996.44,13935.1,Theft,603
CLM042304,CUST005257,POL0448953,54,Male,West,Auto,2889.72,42928.07,4430.87,Medical,582
CLM042310,CUST019913,POL0209753,67,Male,West,Auto,3469.09,66999.27,27179.8,Accident,344
CLM042311,CUST003546,POL0375447,34,Male,South,Home,954.64,49609.21,27774.08,Property,523
CLM042319,CUST006331,POL0568892,46,Female,West,Life,232.47,57685.66,19431.51,Accident,798
CLM042324,CUST007614,POL0011732,44,Male,East,Life,4468.45,55316.66,42637.28,Property,422
CLM042327,CUST006647,POL0243496,46,Female,North,Home,471.2,27026.04,19245.84,Accident,695
CLM042328,CUST015173,POL0822794,50,Male,South,Auto,3938.63,21867.18,21404.35,Accident,499
CLM042335,CUST002956,POL0415559,79,Male,West,Health,4104.35,55438.17,14997.46,Accident,684
CLM042338,CUST007501,POL0610651,43,Male,South,Life,782.61,49242.35,34691.34,Medical,691
CLM042349,CUST004414,POL0752217,54,Female,West,Health,2306.59,53018.28,40080.32,Medical,733
CLM042350,CUST005583,POL0483013,61,Male,East,Life,2217.19,12937.18,45069.38,Medical,534
CLM042355,CUST007997,POL0090575,64,Male,South,Auto,2204.93,47341.6,8742.36,Property,362
CLM042356,CUST000955,POL0410528,60,Female,North,Life,1511.47,71406.25,4205.63,Property,747
CLM042371,CUST018439,POL0080004,44,Male,South,Life,2404.42,43185.65,2469.04,Accident,566
CLM042373,CUST013941,POL0190443,45,Female,North,Life,3797.59,63240.81,14636.39,Accident,475
CLM042383,CUST009393,POL0346258,36,Female,South,Life,3517.36,17444.66,30696.26,Accident,815
CLM042396,CUST018328,POL0107003,35,Female,South,Health,4129.69,44499.09,5523.66,Property,650
CLM042399,CUST000763,POL0338278,30,Female,West,Health,1632.83,27093.59,14026.99,Accident,510
CLM042401,CUST006159,POL0739415,66,Female,East,Auto,3799.99,34005.08,10438.75,Property,343
CLM042405,CUST001923,POL0366338,65,Male,South,Home,3700.27,73997.26,32254.03,Property,580
CLM042406,CUST004912,POL0279566,27,Female,North,Health,3091.2,47324.68,2161.37,Medical,793
CLM042407,CUST016020,POL0270410,46,Female,East,Health,4483.94,21766.21,16788.64,Property,796
CLM042408,CUST008311,POL0881392,38,Female,East,Auto,2840.51,86492.86,8588.63,Theft,844
CLM042409,CUST005886,POL0615540,38,Female,South,Auto,2106.82,23969.9,39857.9,Accident,646
CLM042411,CUST011042,POL0872796,59,Male,North,Life,3401.88,42968.86,21026.35,Property,302
CLM042413,CUST001044,POL0578223,46,Female,West,Life,4995.91,5783.86,42241.67,Accident,740
CLM042422,CUST018193,POL0772975,66,Male,North,Auto,4374.19,84294.17,48040.01,Theft,371
CLM042423,CUST014323,POL0530452,30,Male,West,Life,4851.99,61316.08,19111.52,Medical,503
CLM042425,CUST005345,POL0493135,29,Male,East,Health,2877.1,64993.54,29024.55,Medical,668
CLM042426,CUST003669,POL0567777,44,Male,East,Health,3139.5,93825.17,11321.54,Property,561
CLM042431,CUST010835,POL0646858,40,Female,South,Auto,4660.75,84707.73,13551.23,Accident,507
CLM042433,CUST009194,POL0051497,35,Male,North,Health,2342.58,59989.01,37622.92,Medical,399
CLM042434,CUST011373,POL0242719,44,Male,West,Home,4060.36,66238.52,13428.56,Theft,416
CLM042436,CUST018242,POL0714479,61,Female,North,Life,2263.4,95028.55,25110.55,Theft,743
CLM042437,CUST001163,POL0568400,48,Male,South,Auto,2821.47,10461.75,28897.92,Theft,409
CLM042442,CUST013559,POL0023937,61,Female,South,Life,3422.78,35580.27,41410.11,Theft,763
CLM042448,CUST002385,POL0778922,55,Female,West,Home,4056.2,48038.35,35547.07,Medical,734
CLM042472,CUST002787,POL0584351,28,Female,East,Health,3288.85,19412.6,41781.08,Medical,792
CLM042473,CUST007652,POL0489927,79,Male,West,Auto,4511.56,49441.17,48056.44,Medical,574
CLM042474,CUST005882,POL0614530,75,Male,West,Life,3155.89,33637.88,34516.7,Theft,391
CLM042476,CUST008376,POL0536989,37,Male,South,Home,3785.23,59108.36,22166.88,Medical,469
CLM042477,CUST009157,POL0882703,57,Male,South,Auto,2596.5,87314.03,29967.85,Accident,555
CLM042481,CUST019348,POL0145253,24,Male,North,Health,4961.64,63605.34,48550.25,Theft,697
CLM042484,CUST015644,POL0864276,64,Female,East,Home,4806.99,35351.99,42082.14,Property,625
CLM042498,CUST018676,POL0462344,76,Male,West,Life,4759.82,68279.44,3837.08,Accident,346
CLM042506,CUST017196,POL0739605,33,Female,North,Life,2492.64,37052.55,24325.12,Theft,320
CLM042515,CUST018194,POL0180010,19,Male,West,Health,3488.69,96025.22,30248.49,Accident,400
CLM042518,CUST008412,POL0381095,63,Female,East,Life,2567.0,33792.3,34854.79,Medical,733
CLM042520,CUST001665,POL0223944,66,Female,South,Health,3679.58,24203.22,36059.08,Accident,410
CLM042522,CUST004018,POL0148170,25,Female,North,Auto,2203.96,84741.33,41888.8,Medical,607
CLM042528,CUST016420,POL0557710,23,Female,South,Life,2707.47,43588.62,39093.5,Property,395
CLM042532,CUST015290,POL0727455,68,Female,South,Home,2486.18,29011.08,7347.43,Medical,462
CLM042542,CUST014791,POL0843379,57,Female,West,Home,4254.45,32040.46,13676.11,Accident,500
CLM042550,CUST011154,POL0817352,73,Female,West,Home,2937.16,96864.01,32178.69,Accident,640
CLM042563,CUST012785,POL0874989,37,Male,South,Auto,1466.96,67593.89,25762.27,Medical,839
CLM042577,CUST005552,POL0334453,61,Male,East,Auto,496.1,69120.89,34611.15,Property,336
CLM042583,CUST011411,POL0611976,72,Female,East,Home,2973.54,66197.48,17834.49,Medical,675
CLM042588,CUST002776,POL0690430,34,Male,North,Auto,1428.46,21847.89,6074.45,Medical,522
CLM042591,CUST016455,POL0895458,79,Male,South,Life,2441.31,13486.9,38250.37,Medical,799
CLM042597,CUST015001,POL0828279,51,Female,East,Auto,4602.07,78927.13,5015.89,Accident,674
CLM042613,CUST003276,POL0455075,41,Male,East,Auto,479.84,75561.34,1097.48,Accident,350
CLM042617,CUST019000,POL0400641,34,Male,East,Auto,4237.37,36405.92,29776.37,Medical,699
CLM042621,CUST001587,POL0703237,64,Female,West,Health,4783.4,32527.4,43734.88,Theft,796
CLM042623,CUST003386,POL0212936,69,Male,North,Home,4180.18,75365.15,34723.91,Medical,756
CLM042624,CUST010068,POL0621598,18,Female,East,Health,3794.02,27829.94,10738.06,Medical,394
CLM042630,CUST014461,POL0096752,29,Male,South,Auto,2004.69,60896.87,14673.94,Accident,364
CLM042632,CUST012504,POL0461350,46,Female,West,Home,4554.9,96266.69,35359.42,Property,692
CLM042635,CUST015587,POL0322287,55,Female,South,Auto,1958.09,77298.73,3129.44,Property,644
CLM042636,CUST001737,POL0546959,62,Female,West,Health,2850.1,16031.3,32285.25,Accident,683
CLM042644,CUST005508,POL0640924,21,Female,East,Home,4296.81,56544.06,15270.21,Property,785
CLM042646,CUST013914,POL0476193,58,Male,East,Auto,4662.13,30105.66,34021.98,Theft,372
CLM042648,CUST006124,POL0147045,47,Male,West,Home,4458.9,86951.44,20215.54,Accident,422
CLM042659,CUST019889,POL0571961,67,Female,East,Home,2493.47,6660.03,13815.15,Medical,692
CLM042664,CUST013738,POL0336820,24,Female,East,Health,4929.58,74550.97,44925.78,Medical,820
CLM042670,CUST007251,POL0175380,64,Female,East,Life,680.61,57556.53,8759.21,Theft,448
CLM042681,CUST007573,POL0797563,63,Male,North,Auto,4250.62,62004.3,29427.84,Theft,791
CLM042685,CUST008572,POL0035668,31,Female,West,Auto,440.92,51456.33,14757.69,Property,488
CLM042693,CUST016809,POL0058057,78,Female,East,Health,3229.23,30678.97,28118.77,Medical,345
CLM042702,CUST003934,POL0288128,43,Male,North,Health,1766.61,8867.6,41166.8,Theft,385
CLM042703,CUST008303,POL0028938,33,Male,West,Auto,937.09,68577.87,43194.27,Accident,667
CLM042709,CUST018899,POL0408533,35,Male,North,Home,694.07,50067.61,25520.31,Theft,498
CLM042711,CUST006176,POL0791193,70,Female,North,Home,1845.21,11038.73,31595.06,Accident,372
CLM042712,CUST001177,POL0222814,60,Female,South,Auto,1421.82,47281.49,33497.67,Property,473
CLM042715,CUST001244,POL0573912,70,Male,South,Auto,1401.22,80240.07,18472.88,Theft,724
CLM042728,CUST009117,POL0364053,66,Male,West,Health,990.64,83436.24,26354.93,Property,836
CLM042733,CUST015023,POL0134201,44,Male,North,Home,4141.63,14664.52,9366.26,Medical,484
CLM042740,CUST008733,POL0022134,64,Female,North,Life,2657.57,50977.77,33142.03,Medical,342
CLM042744,CUST002460,POL0278462,41,Male,West,Life,3096.17,75314.44,33811.84,Property,434
CLM042745,CUST017801,POL0866317,64,Female,East,Health,1556.08,50631.74,38317.09,Property,598
CLM042749,CUST001016,POL0587770,70,Male,North,Life,2257.19,26632.79,46233.54,Property,649
CLM042750,CUST005126,POL0237948,51,Male,South,Health,3526.08,15382.09,45049.42,Medical,433
CLM042755,CUST018406,POL0624907,74,Male,South,Life,1565.89,10769.23,15337.88,Theft,526
CLM042757,CUST016100,POL0317223,29,Male,East,Home,324.71,12585.56,42247.81,Accident,608
CLM042762,CUST001131,POL0851489,24,Female,East,Health,4761.0,44765.02,39963.75,Property,414
CLM042765,CUST001461,POL0308338,71,Female,South,Life,2598.24,59204.33,15223.42,Medical,703
CLM042770,CUST006027,POL0200221,41,Male,South,Health,1268.04,8383.34,24518.25,Property,558
CLM042782,CUST018536,POL0886253,33,Female,North,Auto,1355.87,33699.69,41097.64,Accident,593
CLM042787,CUST000188,POL0382112,45,Female,East,Health,4750.1,18306.01,18437.22,Theft,652
CLM042788,CUST004823,POL0115820,71,Male,North,Auto,1603.41,74379.24,23284.14,Medical,319
CLM042789,CUST011696,POL0485406,37,Female,North,Auto,948.72,16917.67,13719.93,Theft,535
CLM042791,CUST017157,POL0195575,32,Female,West,Life,2125.36,60850.24,29968.69,Theft,319
CLM042794,CUST008050,POL0062570,52,Male,South,Auto,2099.15,7328.62,3692.59,Property,803
CLM042807,CUST016285,POL0569500,32,Male,East,Auto,2721.58,65356.83,5984.83,Accident,662
CLM042812,CUST003869,POL0430887,39,Male,East,Home,2738.98,86251.44,49046.81,Property,819
CLM042816,CUST018665,POL0615565,18,Female,East,Health,4205.71,77356.52,7653.74,Property,662
CLM042822,CUST010023,POL0620731,40,Male,South,Auto,4741.03,42715.19,1735.22,Accident,506
CLM042833,CUST000401,POL0031201,67,Female,North,Life,780.48,41476.51,11785.93,Property,302
CLM042844,CUST007465,POL0222479,54,Female,South,Life,744.71,40848.6,22756.86,Medical,559
CLM042849,CUST018125,POL0074474,49,Male,East,Auto,2266.49,60325.81,39582.25,Accident,451
CLM042851,CUST000541,POL0033596,18,Male,East,Auto,1927.86,7808.5,36720.68,Accident,736
CLM042852,CUST005583,POL0323485,44,Female,South,Health,213.35,66672.39,30546.97,Accident,501
CLM042856,CUST011306,POL0490549,78,Female,West,Auto,210.65,70411.84,26826.7,Property,485
CLM042857,CUST015564,POL0669218,55,Female,East,Health,2161.57,97617.56,8444.92,Accident,413
CLM042861,CUST008990,POL0732653,35,Male,South,Auto,2902.16,95196.09,20420.48,Medical,700
CLM042865,CUST012642,POL0086461,42,Female,North,Home,1665.36,82116.84,19246.54,Property,635
CLM042871,CUST014517,POL0296474,63,Male,East,Health,2113.53,5690.87,33073.91,Theft,466
CLM042881,CUST001790,POL0701794,36,Female,West,Life,302.29,28541.64,13337.85,Accident,474
CLM042903,CUST001873,POL0265300,56,Female,West,Home,3188.38,82046.36,32092.79,Theft,609
CLM042905,CUST010903,POL0313061,52,Male,East,Health,3629.79,63482.83,18873.98,Accident,727
CLM042907,CUST013145,POL0401721,44,Female,South,Home,3713.16,56977.79,8093.16,Property,574
CLM042923,CUST018193,POL0549462,19,Female,North,Home,4456.97,33972.56,35859.47,Accident,430
CLM042934,CUST010512,POL0724810,77,Female,South,Home,1082.8,41220.56,15266.46,Accident,628
CLM042935,CUST018718,POL0425032,25,Male,North,Health,4442.82,97398.24,44329.05,Property,651
CLM042947,CUST003211,POL0807161,34,Female,South,Home,475.75,86346.62,33427.48,Property,636
CLM042950,CUST016998,POL0881225,31,Female,South,Home,1390.12,13990.96,21482.72,Medical,579
